No.,날짜,출처,제목,URL
11,20250402,커뮤니티,역시..굴러가는것은 휠이 중험~~~!!!,https://cafe.naver.com/mp3vilge/2233512?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjoyMjMzNTEyLCJjYWZlVXJsIjoibXAzdmlsZ2UiLCJpc3N1ZWRBdCI6MTc0MzYwNTYzMjA3OH0.Fipp22sKpvEpKMQPqo-CkyEkV8j9f8RMP2D6V2g2vfM
12,20250402,커뮤니티,겨울철 무풍 타워형 온풍기로 안전한 난방을 준비하세요!,https://cafe.daum.net/junggoland/VUPI/385
13,20250402,커뮤니티,꽃길 달리기,https://cafe.naver.com/humanrace/146164?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjoxNDYxNjQsImNhZmVVcmwiOiJodW1hbnJhY2UiLCJpc3N1ZWRBdCI6MTc0MzYwNTc3OTc3MX0.R8swUwOGVh31CP-iiLlsndvZHaXd-W44ycgn02a9m1A
14,20250402,커뮤니티,"파릿 분타 현지 투어 예약, 놓치면 후회할 정보!",https://cafe.naver.com/mymalaysiajourney/1448?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjoxNDQ4LCJjYWZlVXJsIjoibXltYWxheXNpYWpvdXJuZXkiLCJpc3N1ZWRBdCI6MTc0MzYwNTc4OTM4NX0.QSTqC2TWZlvY-xXJ--196_3THwfh7qejQ8M640OJW0Q
15,20250402,커뮤니티,"[미국 웨슬리 채플 (FL)] 웨슬리 채플의 편안한 휴식처, 베스트웨스턴 웨슬리 채플 호텔에서의 완벽한 숙박 경험",https://cafe.naver.com/hoteltravel/312884?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjozMTI4ODQsImNhZmVVcmwiOiJob3RlbHRyYXZlbCIsImlzc3VlZEF0IjoxNzQzNjA1Njk4OTY5fQ.g9lDNd8bdXcFmBcWllSn1Z8zX6Wj4L6dQmsyWMzMnq8
16,20250402,커뮤니티,4월 중장년 채용설명회 총정리! 대기업·중소기업 대거 참여,https://cafe.naver.com/aceseniortong/41?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjo0MSwiY2FmZVVybCI6ImFjZXNlbmlvcnRvbmciLCJpc3N1ZWRBdCI6MTc0MzYwNTYxMzk3NX0.121mfUcvfuuxw8d1Uh7rV3aneiD-bdN7JZ00ebhKpsU
17,20250402,커뮤니티,호이안 망고보다 비싼 자전거 주차료ㅡㅡ;;;,https://cafe.naver.com/happyibook/5351724?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjo1MzUxNzI0LCJjYWZlVXJsIjoiaGFwcHlpYm9vayIsImlzc3VlZEF0IjoxNzQzNjA1NDE1OTgwfQ.qaXcIVaxc0sonvPg7xHU6KDP-38jTCqREM0o8MaSIqE
18,20250402,커뮤니티,여의도 내일 갈건데 할만함?,https://gall.dcinside.com/board/view/?id=pokemongo&no=2227581
19,20250402,커뮤니티,서울의 자취방,https://cafe.naver.com/sumalco/12293?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjoxMjI5MywiY2FmZVVybCI6InN1bWFsY28iLCJpc3N1ZWRBdCI6MTc0MzYwNTQ2MDExMX0.d-OUK9Pf_VcglkZDDgSFlVG7dKVJCinaZXCZr6hW3Bw
20,20250402,커뮤니티,"2025-03-08,꼬맹이신랑님께서 주최하였던 부산역 시작 라이딩 후기",https://cafe.naver.com/martinlab/3359?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjozMzU5LCJjYWZlVXJsIjoibWFydGlubGFiIiwiaXNzdWVkQXQiOjE3NDM2MDUyODQxMDV9.I3ooGawmV44Lly2xM0lWnPCw3hLgZ5e6XWXmBKmxem4
21,20250402,커뮤니티,아이랑여행) 호이안에서 아이랑 할 수 있는 체험들,https://cafe.naver.com/warcraftgamemap/3020690?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjozMDIwNjkwLCJjYWZlVXJsIjoid2FyY3JhZnRnYW1lbWFwIiwiaXNzdWVkQXQiOjE3NDM2MDUyNDE4ODR9.ACpC2ULHQ5BVXLITJdytUk3soBFvsCfEbhYQJC0dTUk
22,20250402,커뮤니티,20233345 정진수 자전거의 기아변속 원리와 변속기,https://cafe.daum.net/onyanglee/1LgN/935
23,20250402,커뮤니티,3월 럭키레이싱 이벤트 참여,https://cafe.naver.com/yanadoofit/21101?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjoyMTEwMSwiY2FmZVVybCI6InlhbmFkb29maXQiLCJpc3N1ZWRBdCI6MTc0MzYwNTA0MDkwN30.w9Et9TwazbQXCBY_Kt1Zuoq6jYYSQyV1J5jpOwO618A
24,20250402,커뮤니티,저녁은 돈까스입니다^^,https://cafe.naver.com/sgoijapan/13508?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjoxMzUwOCwiY2FmZVVybCI6InNnb2lqYXBhbiIsImlzc3VlZEF0IjoxNzQzNjA1MjgzMjI2fQ.jkOXiGw0KL4yJm5cs71LWpJMVBzQoIcHolIaJHURsSQ
25,20250402,커뮤니티,"[미국 사베이지 (MN)] 사베이지 퀄리티 인 호텔에서의 편안한 여행: 역사, 시설, 주변 명소까지 완벽한 가이드",https://cafe.naver.com/hoteltravel/312883?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjozMTI4ODMsImNhZmVVcmwiOiJob3RlbHRyYXZlbCIsImlzc3VlZEF0IjoxNzQzNjA1MTUzMTc3fQ.kvtfWSw5nkA2H1DgLWvSCk7gTh5WeiViECtjo2gqpO4
26,20250402,커뮤니티,초3아이 자전거 파실분,https://cafe.naver.com/sugivillage/5561?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjo1NTYxLCJjYWZlVXJsIjoic3VnaXZpbGxhZ2UiLCJpc3N1ZWRBdCI6MTc0MzYwNTI2Mzg2Mn0.ynrUsr0Xf-97BpBO5x-Cqir06CeYr0Y6sqhV4z5NxWo
27,20250402,커뮤니티,"네덜란드 여행: 차량 렌탈, 꼭 필요할까요? 알아보세요!",https://cafe.naver.com/indohotelstory/1461?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjoxNDYxLCJjYWZlVXJsIjoiaW5kb2hvdGVsc3RvcnkiLCJpc3N1ZWRBdCI6MTc0MzYwNDkwNTkxM30.u8aNRUPXu-nqQl6OZte8EXXB2A7OXrB5vGcknHJ7szA
28,20250402,커뮤니티,축센한바퀴돌고,https://cafe.naver.com/dnjscl/347201?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjozNDcyMDEsImNhZmVVcmwiOiJkbmpzY2wiLCJpc3N1ZWRBdCI6MTc0MzYwNDc5ODIxOX0.RPBhaWkxRYIVUrmrfX_LeMZS7RWkY6l3poCAo8Oxqxo
29,20250402,커뮤니티,가붕이들 중에 로드 자전거 타는 게이 있노?,https://cafe.naver.com/gajaeman/76706?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjo3NjcwNiwiY2FmZVVybCI6ImdhamFlbWFuIiwiaXNzdWVkQXQiOjE3NDM2MDQ1NDY3ODR9.Y6J97iF1ojQImmyN9Jbs3hW-H0xq5DvPHP-uqADShbQ
30,20250402,커뮤니티,날이 너무 추워서 덜덜이요,https://cafe.naver.com/navercafezz/613413?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjo2MTM0MTMsImNhZmVVcmwiOiJuYXZlcmNhZmV6eiIsImlzc3VlZEF0IjoxNzQzNjA0NDM1ODkzfQ.TT7dcdgXMR0rsubUUVT8AZM_57Q6kqi9zQD17xLVh2k
31,20250402,커뮤니티,경주 유명하다는 벚꽃명소는 다가봤어요,https://cafe.naver.com/loyaltylife/237002?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjoyMzcwMDIsImNhZmVVcmwiOiJsb3lhbHR5bGlmZSIsImlzc3VlZEF0IjoxNzQzNjA0NjkxMTc4fQ.furAvmX6FbIQoBx2nQ_2HvUGHCxGnybgVLpmfkiLTDI
32,20250402,커뮤니티,아쉬움에 간단히 혼여 1일차 후기 남깁니다.,https://cafe.naver.com/ArticleRead.nhn?clubid=19885957&userDisplay=50&boardtype=L&articleid=1098849&referrerAllArticles=false
33,20250402,커뮤니티,팡이띠~2,https://cafe.naver.com/haejukdl/147209?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjoxNDcyMDksImNhZmVVcmwiOiJoYWVqdWtkbCIsImlzc3VlZEF0IjoxNzQzNjA0MzM1NzMwfQ.iXOvD5Ue9Y0VsE7z5C5xqF6kS9-uIAJsnRBZwUwdDUs
34,20250402,커뮤니티,s25+ 케이스 커스텀 해봤습니다.,https://cafe.naver.com/anycallusershow/4967036?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjo0OTY3MDM2LCJjYWZlVXJsIjoiYW55Y2FsbHVzZXJzaG93IiwiaXNzdWVkQXQiOjE3NDM2MDQ2MTU2NjR9.KQMF35vEPKQxbbwdGjISAlel-7iFCh5D84qcwz4PvHc
35,20250402,커뮤니티,내일 학원 도로연수 있습니다...,https://mlbpark.donga.com/mp/b.php?b=bullpen&id=202504020102370766
36,20250402,커뮤니티,턴 버지p20 팝니다 90만,https://cafe.naver.com/minivelobike/1219939?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjoxMjE5OTM5LCJjYWZlVXJsIjoibWluaXZlbG9iaWtlIiwiaXNzdWVkQXQiOjE3NDM2MDQzNzU5MTR9.-XvRSuunsPrSCzSAvWaRk3EDR0a_URqqAK7x4v2CkAU
37,20250402,커뮤니티,경비팀에 관하여 경비실도 포함,https://cafe.naver.com/dsiparkclub1/471?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjo0NzEsImNhZmVVcmwiOiJkc2lwYXJrY2x1YjEiLCJpc3N1ZWRBdCI6MTc0MzYwNDIzNjU5Nn0.RZutiJYIqE7U9IWMSM0_WfrJsL6jzQcFdnEWHpUKpDY
38,20250402,커뮤니티,싱가포르 자전거 투어,https://cafe.naver.com/zzop/3175028?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjozMTc1MDI4LCJjYWZlVXJsIjoienpvcCIsImlzc3VlZEF0IjoxNzQzNjA0NDAyNTI2fQ.nxnQsrBq7Pky29rtI0aCHlvVv2q48h5VPFew4xcWdU8
39,20250402,커뮤니티,의왕 보은 환경측구수로관의 장점,https://cafe.naver.com/blackz0ofc/715?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjo3MTUsImNhZmVVcmwiOiJibGFja3owb2ZjIiwiaXNzdWVkQXQiOjE3NDM2MDQ0MzYyNzV9.1wRtDpf76cuCeqpr-Y1WvMhg_OeG5ZyNTurQY4vr9F8
40,20250402,커뮤니티,이제 오토바이 갈아 탈 때가 된 거 같습니다,https://cafe.naver.com/ArticleRead.nhn?clubid=10312966&userDisplay=50&boardtype=L&articleid=8210333&referrerAllArticles=false
41,20250402,커뮤니티,"[미국 루이스버그 (PA)] 루이스버그에서의 완벽한 숙박 경험, 컨트리 인 앤 스위트 바이 칼슨",https://cafe.naver.com/hoteltravel/312881?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjozMTI4ODEsImNhZmVVcmwiOiJob3RlbHRyYXZlbCIsImlzc3VlZEF0IjoxNzQzNjA0MTY4NjQ4fQ.dRey8g851mPeOVP0mzcgAlb4ifgQbgKaYjthPvUTRZI
42,20250402,커뮤니티,[앱 상품][판매완료]뉴에라 정품 MLB 모자 볼캡 베이스볼,https://cafe.naver.com/joonggonara/1101075674?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjoxMTAxMDc1Njc0LCJjYWZlVXJsIjoiam9vbmdnb25hcmEiLCJpc3N1ZWRBdCI6MTc0MzYwNDEwODczNH0.tevOn797l47tbEeoayoUPgk741Q_yiMO5aT1VHklK0s
43,20250402,커뮤니티,엘베 내리려는데 잼민이가 자전거 들이밀길래 뭐라햇더니 학원쌤이 ㅈㄹ함,https://cafe.daum.net/ok1221/9a8f/63980849
44,20250402,커뮤니티,바람쐐러~,https://cafe.naver.com/bowsc/1994?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjoxOTk0LCJjYWZlVXJsIjoiYm93c2MiLCJpc3N1ZWRBdCI6MTc0MzYwMzg4NjQ5NX0.VKZXvtITCVb-OGUNkOX1l_v-g_GprAJeu9RwGWRR-04
45,20250402,커뮤니티,[앱 상품]콘스탄틴 버나드2024 픽시,https://cafe.naver.com/joonggonara/1101075411?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjoxMTAxMDc1NDExLCJjYWZlVXJsIjoiam9vbmdnb25hcmEiLCJpc3N1ZWRBdCI6MTc0MzYwMzg5MTUwN30.79nNRDFyzwaOYU5tJKLIRU0ZuLA2I8TMQ8hXneWzCMQ
46,20250402,커뮤니티,오늘은 학원을 빠졌다.,https://cafe.naver.com/foxghoststory/16384?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjoxNjM4NCwiY2FmZVVybCI6ImZveGdob3N0c3RvcnkiLCJpc3N1ZWRBdCI6MTc0MzYwMzkxNjczMX0._9M-H8bdZ5GzffdF570tMdmYjljH_n9EFj35sPc1g6c
47,20250402,커뮤니티,43갤 여행가거나 곧기 싫다할때 모 태우시나요?,https://cafe.naver.com/imsanbu/74863559?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjo3NDg2MzU1OSwiY2FmZVVybCI6Imltc2FuYnUiLCJpc3N1ZWRBdCI6MTc0MzYwMzUxNDE2OH0.Be0Fcyg8G017-9x7c1pQ56Ho_5cyebUBx4V0mnGT1VE
48,20250402,커뮤니티,가평에서의 경계석 활용 사례,https://cafe.naver.com/browneuqvv/832?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjo4MzIsImNhZmVVcmwiOiJicm93bmV1cXZ2IiwiaXNzdWVkQXQiOjE3NDM2MDM5NjMxNTR9.g6m_nnp6HD9jPJKqs1iStSiV3rY1s4B7LVGFZXBnCa4
49,20250402,커뮤니티,"[미국 마리네트 (WI)] 마리네트 여행의 중심, 컨트리 인 앤 스위트 바이 칼슨 마리네트에서의 편안한 숙박",https://cafe.naver.com/hoteltravel/312880?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjozMTI4ODAsImNhZmVVcmwiOiJob3RlbHRyYXZlbCIsImlzc3VlZEF0IjoxNzQzNjAzOTQ0Mzk0fQ.Mygk7j4z3qIat53dUdUXnj2TRC4fXFcxytSLAlzCVcY
50,20250402,커뮤니티,C반 김건희에게,https://cafe.naver.com/maincheongsol/73058?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjo3MzA1OCwiY2FmZVVybCI6Im1haW5jaGVvbmdzb2wiLCJpc3N1ZWRBdCI6MTc0MzYwMzczNDE4OX0.sxUoAFVzvQP4uDvOyMf9JxLlYhWBLfgogKfOkQlUZh4
51,20250402,커뮤니티,여아 자전거 팝니다.,https://cafe.naver.com/hnmom/1835780?art=aW50ZXJuYWwtY2FmZS13ZWItc2VjdGlvbi1zZWFyY2gtbGlzdA.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiYXJ0aWNsZUlkIjoxODM1NzgwLCJjYWZlVXJsIjoiaG5tb20iLCJpc3N1ZWRBdCI6MTc0MzYwMzkyNTQ1Nn0.NLO70rCuJe_prsfVPwuzyUvBuW8sb2kAGGWSpQWPx2U
