auser_lfst_id,info_obtn_dt,auser_sxdst_cd,age_group_cd,occpn_nm,hshld_incm_group_nm,mrrg_yn_nm,chdrn_yn_nm,rsid_fom_nm,auser_ara_ctprv_nm,auser_ara_gu_nm,auser_ara_dong_nm,car_group_nm,craln_tlphn_mkr_nm,craln_tlphn_sbscr_cmpn_nm,frnt_ntds_prfn_cont,dgtl_hmpl_prfn_cont,lsur_car_prfn_cont,bty_prfn_cont,lilhd_kchn_prfn_cont,sprt_fshn_prfn_cont,grcs_helth_prfn_cont,jrny_prfn_cont,fshn_wear_prfn_cont,auser_fshn_stff_prfn_cont,lfst_cd,info_obtn_site_url
D***7,201906**,M,3,,,      ,          ,,서울,강서구,가양3동,,,,,,,,,,,,패션의류,,뷰티,http://mapi.wemakeprice.com/app/deal/deal_info/4388973?search_keyword=에이엘&device_type=android&no=2&source=dealsearch&recommend_type=0&os_type=2&_service=3&os=android&app_version=4.40.1&_no=3&menu_loc_id=0&version=4.40.1&os_version=23&intro=0&tablet2=2&tablet1=480
D***2,201906**,F,5,,,      ,          ,,경기,시흥시,하중동,,,,,,,뷰티,,,,,,,레저/자동차,http://mitem.gmarket.co.kr/ItemDetail/Index?goodsCode=1629231265&seq=6f51c008af704aa78b68d5404221f7cf&IsSmartDelivery=False&CustNo=jIwNR38zMjgxNI2yNDE1MjAzNDF/Rw==&IsShowCertInfo=True&IsOrg=false
D***8,201906**,M,2,,,      ,          ,,서울,강남구,역삼1동,,,,,디지털/가전,,,,,,,,,디지털/가전,http://m.11st.co.kr/MW/api/app/elevenst/product/getProductDetail.tmall?prdNo=2419631997&appId=01&appType=appmw&appVCA=814&deviceID=198c3238-5334-3795-9b89-08bf4960bcb3&tStoreYN=N&deviceType=android&detailViewType=webviewReady
D***9,201906**,M,4,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,동대문구,청량리동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,LG U+,,,,,생활/주방,,,,,,생활/주방,http://m.gsshop.com/prd/prd.gs?prdid=37591019&mseq=408310&bnclick=cart-btml_cartBtmlA_RelatedItemItemArViewRank
D***4,201906**,M,5,,,      ,          ,,서울,강남구,개포1동,,,,,,,,,,,,,패션잡화,패션잡화,http://m.11st.co.kr/MW/api/app/elevenst/product/getProductDetail.tmall?prdNo=2058176506&appId=01&appType=appmw&appVCA=816&deviceID=198c3238-5334-3795-9b89-08bf4960bcb3&tStoreYN=N&deviceType=android&detailViewType=webviewReady
D***2,201906**,F,4,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,창원시 마산회원구,내서읍,,LG,SKT,가구/인테리어,,,,,,,,,,가구/인테리어,http://mitem.auction.co.kr/ItemDescription?ItemNo=A500323197
D***9,201906**,F,3,,,      ,          ,,부산,사하구,신평1동,,,,,,,,생활/주방,,,,,,생활/주방,http://m.coupang.com/vm/products/59604860/items/205425448/offers/banner?vendorItemId=3489830637&sdpVisitKey=jzn9p49krszxi4cfc2
D***4,201906**,M,2,,,      ,          ,,경기,김포시,걸포동,,,,,,,,,,식품/건강,,,,식품/건강,http://m.gsshop.com/prd/prd.gs?prdid=27187305&pgmID=316491
D***3,201906**,F,2,,,      ,          ,,서울,성북구,동선동5가,,,,,,,,,,식품/건강,,,,식품/건강,http://m.hnsmall.com/goods/view/13078476?utm_content=GCLyJFYFR_2G7jfttRydkw&channel_code=20639&utm_source=Appier_CPS_Relay&utm_medium=DA&utm_campaign=Dynamic&system=app
D***0,201906**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,오산시,갈곶동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",LG,LG U+,,,,,,,식품/건강,,,,디지털/가전,http://m.11st.co.kr/MW/api/app/elevenst/product/getProductDetail.tmall?prdNo=1792205310&appId=01&appType=appmw&appVCA=831&deviceID=d6598a4b-77fc-3ce7-bc09-b619d63d8dc8&tStoreYN=N&deviceType=android&detailViewType=webviewReady&callNewApi=Y
D***8,201906**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,동작구,사당동,,삼성,KT,,,,뷰티,,,,,,,뷰티,http://mapi.wemakeprice.com/app/deal/deal_info/4404108?search_keyword=대용량+수분크림&device_type=android&no=1&source=dealsearch&recommend_type=0&os_type=2&_service=5&os=android&app_version=4.40.1&extservice=ad&menu_loc_id=0&version=4.40.1&os_version=23&intro=0&tablet2=2&tablet1=480
D***7,201906**,M,3,"전문직 (의사, 판검사, 예술가, 종교인)","1,000만원 이상",아니오,          ,단독주택,대구,북구,산격3동,,LG,알뜰폰(MVNO),,,,,,,식품/건강,,,,식품/건강,http://mitem.gmarket.co.kr/ItemDetail/Index?goodsCode=1117404785&seq=b2d962273445479fb44347b329744ab5&IsSmartDelivery=True&CustNo=DE4OR38DMjUxNI22Mzc2OTE4ODd/Rw==&IsShowCertInfo=True&IsOrg=false
D***4,201906**,F,2,,,      ,          ,,경기,용인시 수지구,풍덕천동,,,,,,,,,,식품/건강,,,,생활/주방,http://m.11st.co.kr/MW/api/app/elevenst/product/getProductDetail.tmall?prdNo=2323902445&trTypeCd=MAS05&trCtgrNo=950075&appId=01&appType=appmw&appVCA=816&deviceID=198c3238-5334-3795-9b89-08bf4960bcb3&tStoreYN=N&deviceType=android&detailViewType=webviewReady
D***7,201906**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,수원시 팔달구,팔달로3가,,삼성,알뜰폰(MVNO),,,,,,,,,패션의류,,패션의류,http://display.cjmall.com/m/mocode/M1093054?rPIC=Oclock
D***0,201906**,F,2,,,      ,          ,,서울,관악구,낙성대동,,,,,,,,,,,,,패션잡화,식품/건강,http://m.gsshop.com/prd/prd.gs?prdid=50624370&rank=105&ab=a&gsid=cateshop-mresult&sectSeq=1378919-L-A
D***7,201906**,M,5,"자영업 (도소매업, 숙박업, 미용업)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,김포시,풍무동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,디지털/가전,,,,,,,,,패션의류,http://m.coupang.com/vm/products/15903055/items/65019216/offers/banner?vendorItemId=3102952540&sdpVisitKey=36m9mj2y859xe5k8bq
D***3,201906**,F,2,,,      ,          ,,대전,동구,용운동,,,,,,,,,,식품/건강,,,,가구/인테리어,http://capi.coupang.com/v3/search-filter?filter=KEYWORD:캡틴콤부차|EXTRAS:channel/recent|GET_FILTER:NONE@SEARCH
D***3,201906**,M,4,,,      ,          ,,경기,남양주시,금곡동,,,,,,,,,,,,패션의류,,패션의류,http://m.11st.co.kr/MW/api/app/elevenst/product/getProductDetail.tmall?prdNo=1847662397&appId=01&appType=appmw&appVCA=816&deviceID=198c3238-5334-3795-9b89-08bf4960bcb3&tStoreYN=N&deviceType=android&detailViewType=webviewReady
D***3,201906**,M,4,,,      ,          ,,경기,남양주시,금곡동,,,,,,,,,,,,패션의류,,패션의류,http://m.11st.co.kr/MW/api/app/elevenst/product/getProductDetail.tmall?prdNo=60937795&appId=01&appType=appmw&appVCA=826&deviceID=3a80a438-6a4a-3a2c-9e35-5c873f0f8911&tStoreYN=N&deviceType=android&detailViewType=webviewReady
D***2,201906**,F,4,,,      ,          ,,서울,서초구,양재동,,,,,디지털/가전,,,,,,,,,디지털/가전,http://capi.coupang.com/v3/search-filter?filter=KEYWORD:삼성+노트북+9always+13인치|EXTRAS:channel/relate|GET_FILTER:NONE@SEARCH
D***2,201906**,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,광진구,구의1동,,,,,,,뷰티,,,,,,,뷰티,http://mapi.wemakeprice.com/app/deal/deal_info/1983422?search_keyword=아모레&device_type=android&no=13&source=dealsearch&recommend_type=0&os_type=2&_service=5&os=android&app_version=4.40.1&extservice=ad&menu_loc_id=0&version=4.40.1&os_version=23&intro=0&tablet2=2&tablet1=480
D***0,201906**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 권선구,권선동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)",삼성,SKT,,디지털/가전,,,,,,,,,디지털/가전,http://private.coupang.com/wlo/Logging?ver=7.0|sid=app_Android|r=/click_add_cart?eventReferrer=/sdp&ctag=72983821&page=SDP&currentView=/latency_nginx&addtag=400&coupangSrl=152065360&memberID=18710490&src=1011074&isLoser=false&price=9900&vendorItemID=4085942860&spec=10506208&logLabel=option_picker&searchId=fa3341420a8d4e6c9706b6d29c071f3c&logCategory=event&q=휴대용+칫솔살균기&rank=7&itemProductID=4&itime=20190402204345&sdp_visit_key=2anm93ui5j7ipo25ft&sourceType=search&productID=152065360&lptag=and_t_21&itemID=439025244&filterKey=SERVICE:ROCKET_DELIVERY&logType=click&quantity=1&invalid=false&CATEGORY=/detail&type=/brandSDP&request_time=1554205528388&tz=+0900&appVersion=5.5.9&appVerCode=150127&wl_mo=SM-N920S&wl_ma=samsung&wl_sn=Android&wl_v=7.0&wl_r=1080x1920&wl_l=ko&wl_c=KR|c=UUID=ffffffff-b5b3-9c43-0000-00003358f800;+PCID=15041577790050693923834; WL_SESSION=15542054255141086582790; userId=18710490; WL_VC=1016; WL_VI=0|a=Mozilla/5.0 (WiseLog; samsung; SM-N920S; Android 7.0; 1080x1920)
D***3,201906**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,인천,계양구,효성2동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,,,,생활/주방,,,,,,패션잡화,"http://wcs.gslook.com/gsshop/gsshopMobile/btnevt?data={""eventCode"":""addcart"",""eventValue"":""10428350,1,38900,"",""pageInfo"":{""visitedTime"":1565143685429,""currentUrl"":""http://m.gsshop.com/prd/prd.gs?prdid=10428350&arm=--U&brandid=1518&rank=43"",""charset"":""UTF-8"",""referrerUrl"":"""",""pageType"":""PRD""},""buttonEventInfo"":{""btnNameList"":[]},""pageViewId"":""pvid-1QMHrKu0VXFw3DmTX0ZKf-f1c7e6b414fa-1565143685433"",""userInfo"":{""revisit"":true,""pcId"":""RsOS15MUrKEv9JNKotN5s"",""userId"":""38288503"",""visitorId"":""38288503"",""gender"":""2"",""age"":""50""},""environment"":{""mobile"":true,""mobileBrand"":"""",""mobileDevice"":"""",""browserGroup"":""chrome"",""browser"":""Chrome/76.0.3809.89"",""language"":""ko-KR"",""operatingSystemGroup"":""android"",""operatingSystem"":""Android 9"",""resolution"":""412x846"",""app"":false},""sessionId"":""1565140955938-RsOS15MUrKEv9JNKotN5s"",""appmediatype"":""BT"",""mediatype"":"""",""catvid"":""38288503""}"
D***5,201906**,M,2,"학생 (초중고학생, 대학생, 대학원생)",600~699만원,아니오,          ,아파트/ 주상복합,서울,강서구,화곡3동,,LG,KT,,,,,,,,여행,,,생활/주방,http://capi.coupang.com/v3/search-filter?filter=KEYWORD:사천+케이블카|EXTRAS:|GET_FILTER:NONE@SEARCH
D***2,201906**,M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",300~399만원,예    ,자녀 없음 ,아파트/ 주상복합,경북,경산시,압량면,"소형SUV/CUV (티볼리, QM3 등)",애플,KT,,,,,,,식품/건강,,,,레저/자동차,http://m.11st.co.kr/MW/api/app/elevenst/product/getProductDetail.tmall?prdNo=2479974993&appId=01&appType=appmw&appVCA=831&deviceID=d6598a4b-77fc-3ce7-bc09-b619d63d8dc8&tStoreYN=N&deviceType=android&detailViewType=webviewReady&callNewApi=Y
D***6,201906**,F,4,,,      ,          ,,광주,북구,양산동,,,,,,,,생활/주방,,,,,,생활/주방,http://m.gsshop.com/prd/prd.gs?prdid=13286618&rank=61&ab=a&gsid=cateshop-mresult&sectSeq=1379392-L-A
D***7,201906**,M,3,,,      ,          ,,서울,송파구,삼전동,,,,,디지털/가전,,,,,,,,,뷰티,http://mitem.gmarket.co.kr/ItemDetail/Index?goodsCode=1639733353&seq=706edbf9e5b14e1a9af009563b6fc0c0&IsSmartDelivery=False&CustNo=&IsShowCertInfo=False&IsOrg=false
D***4,201906**,F,3,,,      ,          ,,경기,고양시 덕양구,주교동,,,,,,,,,,,,,패션잡화,패션잡화,http://mitem.auction.co.kr/ItemDescription?ItemNo=B736694487
D***6,201906**,M,4,,,      ,          ,,서울,송파구,송파1동,,,,,,,,,,,,,패션잡화,패션잡화,http://mitem.gmarket.co.kr/ItemDetail/Index?goodsCode=1601139737&seq=c9765fd035c74e92aaac73a67dcc3ce9&IsSmartDelivery=False&CustNo=&IsShowCertInfo=False&IsOrg=false
D***3,201906**,F,3,,,      ,          ,,경기,의왕시,삼동,,,,,,,뷰티,,,,,,,뷰티,http://mitem.gmarket.co.kr/ItemDetail/Index?goodsCode=1517721405&seq=1aaf07599feb486a9d5695f71f861f5a&IsSmartDelivery=False&CustNo=DM5MR38TNjIxNc42NDMxNDAyNjN/Rw==&IsShowCertInfo=True&IsOrg=false
D***7,201906**,M,4,,,      ,          ,,서울,서초구,방배4동,,,,,,,,,,식품/건강,,,,패션의류,http://m.gsshop.com/prd/prd.gs?prdid=29545108&bnclick=main-u01_psdB_PopularSegV1ItemSttm640&rank=8&mseq=A00054-L_MC-8&fromApp=Y
D***9,201906**,F,4,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,중랑구,면목3.8동,"경차 (모닝, 스파크 등)",삼성,KT,,,,,생활/주방,,,,,,생활/주방,http://m.gsshop.com/prd/prd.gs?prdid=10428371&rank=180&ab=a&gsid=cateshop-mresult&sectSeq=1379392-L-A
D***1,201906**,M,2,"학생 (초중고학생, 대학생, 대학원생)","1,000만원 이상",아니오,          ,아파트/ 주상복합,서울,마포구,상암동,,애플,SKT,,,,,,,,,,패션잡화,패션잡화,http://m.11st.co.kr/MW/api/app/elevenst/product/getProductDetail.tmall?prdNo=156773544&appId=01&appType=appmw&appVCA=815&deviceID=198c3238-5334-3795-9b89-08bf4960bcb3&tStoreYN=N&deviceType=android&detailViewType=webviewReady
D***8,201906**,M,3,"서비스직 (요식업, 숙박업, 미용실종업원)",200~299만원,아니오,          ,오피스텔,서울,동대문구,용두동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)",삼성,SKT,,,,,생활/주방,,,,,,뷰티,http://m.gsshop.com/deal/deal.gs?dealNo=33383509&mseq=A00061-L-47&arm=2-F-U&expId=today_open&fromApp=Y
D***2,201906**,F,2,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,마포구,연남동,"경차 (모닝, 스파크 등)",애플,SKT,,,,,,스포츠패션,,,,,스포츠패션,http://mitem.auction.co.kr/ItemDescription?ItemNo=B721126208
D***6,201906**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,부산,금정구,남산동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,KT,,,,,,,,,,패션잡화,패션잡화,http://m.gsshop.com/deal/deal.gs?dealNo=50599742&mseq=A00061-L-44&arm=2-F-U&expId=today_open&fromApp=Y
D***6,201906**,M,5,"교직 (교사, 유치원교사, 학원강사)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,충북,충주시,칠금동,기타 (승합차/트럭/화물차/기타 차량 등),애플,LG U+,,,,,,,식품/건강,,,,생활/주방,http://mitem.gmarket.co.kr/ItemDetail/Index?goodsCode=1529727953&seq=4550c15f8fa64460b22f9ea21debd233&IsSmartDelivery=False&CustNo=&IsShowCertInfo=False&IsOrg=false
D***6,201906**,M,2,,,      ,          ,,제주,제주시,화북1동,,,,,,,,,,식품/건강,,,,레저/자동차,http://mitem.auction.co.kr/ItemDescription?ItemNo=B645676817
D***0,201906**,M,2,,,      ,          ,,경남,창원시 의창구,팔용동,,,,,,,,,,,,,패션잡화,생활/주방,http://m.11st.co.kr/MW/api/app/elevenst/product/getProductDetail.tmall?prdNo=2285616731&appId=01&appType=appmw&appVCA=815&deviceID=198c3238-5334-3795-9b89-08bf4960bcb3&tStoreYN=N&deviceType=android&detailViewType=webviewReady
D***3,201906**,M,4,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,김포시,풍무동,"대형SUV (베라크루즈, 모하비, 투아렉급 등)",삼성,SKT,,,,,,,,,,패션잡화,레저/자동차,http://mitem.auction.co.kr/ItemDescription?ItemNo=B650015164
D***5,201906**,M,5,"주부 (전업주부, 파트타임 근무 주부)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,경기,구리시,수택동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)",삼성,KT,,,,,,,식품/건강,,,,식품/건강,http://m.gsshop.com/prd/prd.gs?prdid=32147561&lseq=397375&pgmID=316466&mseq=A00323-L_LETC-PRD
D***9,201906**,M,4,,,      ,          ,,서울,강북구,번2동,,,,,,,뷰티,,,,,,,뷰티,http://m.gsshop.com/prd/prd.gs?prdid=34974568
D***7,201906**,M,3,,,      ,          ,,부산,강서구,강동동,,,,,,,,,,,,패션의류,,패션의류,http://display.cjmall.com/m/search/searchAllList?searchType=ALL&k=에셀리아
D***1,201906**,M,4,,,      ,          ,,전북,부안군,변산면,,,,,,,,,,,,패션의류,,패션의류,http://m.gsshop.com/deal/deal.gs?dealNo=50606708&mseq=A00061-L-170&arm=2-F-U&expId=today_open&fromApp=Y
D***5,201906**,M,4,무직,200~299만원,아니오,          ,아파트/ 주상복합,충남,천안시 서북구,쌍용2동,,삼성,SKT,,디지털/가전,,,,,,,,,디지털/가전,http://mitem.gmarket.co.kr/ItemDetail/SellerItemDetail?goodscode=1543202766
D***6,201906**,F,4,,,      ,          ,,경기,성남시 분당구,분당동,,,,,디지털/가전,,,,,,,,,디지털/가전,http://mitem.gmarket.co.kr/ItemDetail/Index?goodsCode=1488333222&seq=b60e4ac1cbf84f1682581d5ae7563d77&IsSmartDelivery=False&CustNo=&IsShowCertInfo=False&IsOrg=false
D***2,201906**,M,3,,,      ,          ,,광주,동구,광산동,,,,,,,,생활/주방,,,,,,가구/인테리어,http://m.gsshop.com/deal/deal.gs?dealNo=50260385&mseq=A00061-L-31&arm=2-F-U&expId=today_open&fromApp=Y
D***6,201906**,F,4,무직,200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,강원,춘천시,신북읍,,LG,LG U+,,,,,,,식품/건강,,,,뷰티,http://mitem.gmarket.co.kr/ItemDetail/Index?goodsCode=817490134&seq=da40929eb13e4a879b985766709c4229&IsSmartDelivery=False&CustNo=&IsShowCertInfo=False&IsOrg=false
D***5,201906**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,고양시 일산서구,대화동,,삼성,SKT,,,레저/자동차,,,,,,,,레저/자동차,http://mitem.auction.co.kr/ItemDescription?ItemNo=B725340390
D***9,201906**,M,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,단독주택,경남,김해시,장유면,,삼성,SKT,,,,,생활/주방,,,,,,생활/주방,http://m.coupang.com/vm/products/193367008/items/553622370/offers/banner?vendorItemId=4768407585&sdpVisitKey=ps7ohnkhbx4y816mra
D***0,201906**,M,4,,,      ,          ,,충남,천안시 동남구,청당동,,,,,,,,,,식품/건강,,,,식품/건강,http://mitem.gmarket.co.kr/ItemDetail/Index?goodsCode=1540454570&seq=c4bea67f35774cc9b75c902f90824da3&IsSmartDelivery=False&CustNo=&IsShowCertInfo=False&IsOrg=false
D***1,201906**,M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,대전,유성구,장대동,,기타,알뜰폰(MVNO),,디지털/가전,,,,,,,,,패션의류,http://m.11st.co.kr/MW/api/app/elevenst/product/getProductDetail.tmall?prdNo=2147689986&appId=01&appType=appmw&appVCA=811&deviceID=77062fc8-f53b-381a-a39f-78a67666dab9&tStoreYN=Y&deviceType=android&detailViewType=webviewReady
D***6,201906**,M,2,"서비스직 (요식업, 숙박업, 미용실종업원)",500~599만원,아니오,          ,아파트/ 주상복합,부산,연제구,연산9동,,삼성,KT,,,,,,,,여행,,,뷰티,http://m.11st.co.kr/MW/api/app/elevenst/product/getProductDetail.tmall?prdNo=2412305914&appId=01&appType=appmw&appVCA=815&deviceID=198c3238-5334-3795-9b89-08bf4960bcb3&tStoreYN=N&deviceType=android&detailViewType=webviewReady
D***9,201906**,F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,안양시 만안구,박달2동,,삼성,SKT,,,,,,,,,패션의류,,뷰티,"http://tracking.feeldmc.com/tracking/gather/pixel?ver=1.2.0&event_type=ADD_TO_CART&pixel_id=151903095379191&product_catalog_id=210640496134194&c_id=80bd3766-ba35-77b4-3200-eb3080b782a2&ak=undefined&content_ids=54795972&value=7000&user_agent=Mozilla/5.0+(Linux;+Android+7.0;+SM-N920K+Build/NRD90M;+wv)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Version/4.0+Chrome/73.0.3683.90+Mobile+Safari/537.36+OSHOPPING(os=android;osVersion=7.0;deviceModel=SM-N920K;serviceName=cjmall;serviceVersion=6.5.1;serviceBuildVersion=653;serverStatus=prd;)&platform=Linux+armv8l&referrer=http://display.cjmall.com/m/search/searchAllList?searchType=ALL&k=에이치커넥트"
D***8,201906**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,성북구,길음1동,,LG,LG U+,,,레저/자동차,,,,,,,,레저/자동차,http://mitem.auction.co.kr/ItemDescription?ItemNo=B666029850
D***8,201906**,F,4,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,송파구,가락2동,,애플,SKT,,,,,,,,,패션의류,,패션의류,http://mitem.auction.co.kr/ItemDescription?ItemNo=B344820282
D***2,201906**,M,4,"교직 (교사, 유치원교사, 학원강사)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경북,경산시,옥곡동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)",LG,KT,,,레저/자동차,,,,,,,,레저/자동차,http://mitem.auction.co.kr/ItemDescription?ItemNo=B427866176
D***6,201906**,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,광명시,철산1동,,애플,KT,,,,,,,,,,패션잡화,패션잡화,http://m.gsshop.com/prd/prd.gs?prdid=36261839&mseq=A00054-C-2_IMG
D***4,201906**,F,2,,,      ,          ,,서울,관악구,낙성대동,,,,,,,,,,,,패션의류,,패션의류,http://m.11st.co.kr/MW/api/app/elevenst/product/getProductDetail.tmall?prdNo=2373984549&appId=01&appType=appmw&appVCA=816&deviceID=198c3238-5334-3795-9b89-08bf4960bcb3&tStoreYN=N&deviceType=android&detailViewType=webviewReady
D***5,201906**,M,5,기타 ,100~199만원,아니오,          ,아파트/ 주상복합,부산,부산진구,개금3동,,삼성,KT,가구/인테리어,,,,,,,,,,식품/건강,http://mitem.auction.co.kr/ItemDescription?ItemNo=B444789427
D***3,201906**,F,2,,,      ,          ,,경기,군포시,산본2동,,,,,,,,생활/주방,,,,,,식품/건강,http://m.gsshop.com/prd/prd.gs?prdid=28957317&rank=39&ab=a&gsid=cateshop-mresult&sectSeq=1379139-L-A
D***2,201906**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,아파트/ 주상복합,광주,북구,연제동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)",애플,LG U+,가구/인테리어,,,,,,,,,,가구/인테리어,http://mitem.auction.co.kr/ItemDescription?ItemNo=A756378528
D***7,201906**,M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,아니오,          ,아파트/ 주상복합,경기,성남시 수정구,창곡동,,삼성,SKT,,,,뷰티,,,,,,,뷰티,http://m.coupang.com/vm/products/837033/items/3317660/offers/banner?vendorItemId=3003798745&sdpVisitKey=1cehc6hjkcbxk6n46s
D***1,201906**,M,2,"학생 (초중고학생, 대학생, 대학원생)",100만원 미만,아니오,          ,아파트/ 주상복합,서울,중랑구,상봉1동,,애플,SKT,,,,뷰티,,,,,,,뷰티,http://m.gsshop.com/prd/prd.gs?prdid=50232334
D***1,201906**,M,3,"전문직 (의사, 판검사, 예술가, 종교인)",300~399만원,아니오,          ,아파트/ 주상복합,서울,마포구,염리동,"대형차 (제너시스, BMW5급 등)",LG,SKT,,,,,,,식품/건강,,,,식품/건강,http://gmapi.gmarket.co.kr/api/Search/GetRecommendKeyword?primeKeyword=배배&needDiver=true
D***6,201906**,F,4,"사무직 (일반사무직, 공무원, 직업군인)",,      ,          ,,경기,광주시,오포읍,"스포츠 (제네시스 쿠페, BMW M, 벤츠 AMG 등)",삼성,KT,,,,,,,식품/건강,,,,생활/주방,http://m.coupang.com/vm/products/21538741/items/84104616/offers/banner?vendorItemId=3143159868&sdpVisitKey=3djf6yu6xr4ns59h9
D***6,201906**,F,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,안양시 만안구,안양3동,,삼성,SKT,,,,,,,,,,패션잡화,패션잡화,http://m.gsshop.com/deal/deal.gs?dealNo=50662629&prdCd=35942079&mseq=399160
D***4,201906**,M,4,"관리직 (사장, 간부, 고위공무원)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,남동구,서창동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,,,,,,,,패션의류,,디지털/가전,http://mitem.auction.co.kr/ItemDescription?ItemNo=B637228851
D***9,201906**,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",300~399만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,경기,안산시 상록구,사1동,,애플,KT,,,,,,,,,패션의류,,패션의류,http://display.cjmall.com/m/item/51260867?channelCode=50001002&k=에이치커넥트&shop_id=2002112507
D***0,201906**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,관악구,봉천동,,삼성,KT,,,,,,,,,패션의류,,패션의류,http://mitem.auction.co.kr/ItemDescription?ItemNo=B722493785
D***1,201906**,F,2,"학생 (초중고학생, 대학생, 대학원생)",100만원 미만,아니오,          ,연립주택/ 다세대/ 빌라,서울,마포구,중동,,기타,알뜰폰(MVNO),가구/인테리어,,,,,,,,,,가구/인테리어,http://m.11st.co.kr/MW/api/app/elevenst/product/getProductDetail.tmall?prdNo=2367808349&appId=01&appType=appmw&appVCA=816&deviceID=198c3238-5334-3795-9b89-08bf4960bcb3&tStoreYN=N&deviceType=android&detailViewType=webviewReady
D***2,201906**,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,광진구,구의2동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",LG,KT,,,,,,,,,패션의류,,식품/건강,http://mitem.auction.co.kr/ItemDescription?ItemNo=B546861968
