pref_sghtng_place_id,extrc_word_nm,info_obtn_dt,auser_sxdst_cd,age_group_cd,occpn_nm,hshld_incm_group_nm,mrrg_yn_nm,chdrn_yn_nm,rsid_fom_nm,auser_ara_ctprv_nm,auser_ara_gu_nm,auser_ara_dong_nm,car_group_nm,craln_tlphn_mkr_nm,craln_tlphn_sbscr_cmpn_nm,pref_sghtng_place_nm,info_obtn_site_url,info_obtn_site_subjc_nm
D***,울산 강동,201903**,M,3,,,      ,          ,,서울,종로구,명륜동3가,,,,울산 강동,https://blog.naver.com/usbukgu/221725467902,울산 강동 화암 주상절리 예술작품 같은 일출
D***,사선대,201903**,F,2,,,      ,          ,,서울,구로구,구로5동,,,,사선대,https://m.blog.naver.com/jbgokr/221566547422,선녀들도 반한 국민 관광지 임실 사선대  임실 나들이 명소
D***,추암,201903**,M,5,"관리직 (사장, 간부, 고위공무원)",700~799만원,예    ,자녀 있음 ,단독주택,경기,성남시 분당구,구미동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)",LG,LG U+,추암,http://m.blog.daum.net/_blog/_m/articleView.do?blogid=0bogl&articleno=936,해파랑길 트레킹 제32코스 한재밑 추암
D***,청도용암온천,201903**,F,3,"교직 (교사, 유치원교사, 학원강사)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,고양시 일산동구,중산동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",LG,SKT,청도용암온천,https://m.blog.naver.com/jangsoras2j/221716720216,청도용암온천 즐기고 빛축제까지
D***,계림사,201903**,M,3,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,대구,남구,대명9동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",LG,KT,계림사,https://m.blog.naver.com/pjk3108/221686032437,김천 동부리 마애지장보살좌상 계림사 석조나한좌상
D***,쌍계사,201903**,M,5,,,      ,          ,,대전,유성구,원신흥동,,,,쌍계사,https://m.blog.naver.com/gnfeel/221717628454,경상남도 하동  하동 가볼만한곳 지리산자락으로 가을여행 떠나요 하동 쌍계사
D***,흥덕사,201903**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,용인시 수지구,상현동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)",LG,LG U+,흥덕사,https://m.blog.naver.com/ojs0126/221690775065,흥덕사 백운문화한마당 참석
D***3,김제온천,201903**,M,3,,,      ,          ,,울산,중구,서동,,,,김제온천,https://m.blog.naver.com/shbae3521/221589492924,김제연꽃아버지의 연사랑 흙바라기연근농장 페이지 김영훈 김계숙
D***9,안성 죽산,201903**,M,5,,,      ,          ,,서울,영등포구,대림2동,,,,안성 죽산,https://blog.naver.com/pcn1970/221720348259,2019 안성 죽산 문화재 야행 이야기
D***9,원각사,201903**,M,5,,,      ,          ,,서울,영등포구,대림2동,,,,안성 죽산,https://m.blog.naver.com/nelo30/221688868198,가볍게 다이어트 트레킹 겸 다녀온 의정부 원각사
D***3,제주헬스케어타운,201903**,M,2,"학생 (초중고학생, 대학생, 대학원생)",400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,부천시 원미구,심곡3동,,삼성,SKT,제주헬스케어타운,https://blog.naver.com/solguji/221651290398,추석제주여행  헬스케어타운리조트  한림칼국수  카페라이슬라
D***1,영암바둑테마파크,201903**,M,4,"교직 (교사, 유치원교사, 학원강사)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,용인시 수지구,풍덕천동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",LG,LG U+,영암바둑테마파크,https://m.blog.naver.com/ashim1/221266017832,영암 가볼만한곳  월출산 기찬랜드 가야금산조 테마공원
D***9,대관령 어흘리,201903**,M,5,,,      ,          ,,서울,구로구,개봉2동,,,,대관령 어흘리,https://m.blog.naver.com/jauroune/221662945310,대관령 어흘리 100년 소나무 숲길  대관령 치유의 숲길
D***2,용담사,201903**,M,3,,,      ,          ,,경기,광명시,철산3동,,,,용담사,https://m.blog.naver.com/rem85/221616568134,안동물놀이할만한곳안동계곡길안계곡길안용담사 근처 계곡으로 물놀이다녀왔어요
D***8,충온온천,201903**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,강서구,화곡본동,"경차 (모닝, 스파크 등)",삼성,SKT,남당,https://m.cafe.naver.com/mywetown/912,충주나우리마을
D***8,남당,201903**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,강서구,화곡본동,"경차 (모닝, 스파크 등)",삼성,SKT,남당,https://m.blog.naver.com/wodhks0389/221723046008,1130 남당피싱 워너비호 먼바다 우럭 낚시체험 인건가
D***5,회상나루,201903**,F,2,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,단독주택,부산,사상구,괘법동,,애플,SKT,회상나루,https://m.blog.naver.com/easagol/221179750285,회상나루 객주촌
D***0,성기동,201903**,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,중랑구,면목5동,,애플,KT,성기동,https://m.blog.naver.com/cakemart/221202346421,영암 왕인박사 유적지   3 성기동 성천
D***3,약수암,201903**,F,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,강동구,길동,,삼성,KT,약수암,https://m.blog.naver.com/jcjkks/221642522935,도당산시사재 대광사 약수암
D***9,해남 오시아노,201903**,F,5,,,      ,          ,,전남,장흥군,장흥읍,,,,해남 오시아노,https://blog.naver.com/qud005/221544080363,캠핑장 추천  해남 오시아노 캠핑장
D***0,애월국제문화복합단지,201903**,M,3,,,      ,          ,,경북,포항시 북구,환호동,,,,애월국제문화복합단지,https://blog.naver.com/bigfish3/221486552408,제주도 땅 투자애월 국제문화복합단지 진척상황
D***7,수옥정,201903**,M,2,,,      ,          ,,경기,고양시 일산동구,백석동,,,,수옥정,https://m.blog.naver.com/akekdthkl200/221662955468,수옥정과 수옥폭포   충북괴산여행
D***3,마니산,201903**,F,3,,,      ,          ,,경기,수원시 팔달구,인계동,,,,마니산,https://blog.naver.com/jipangdosa/221613683019,한국명산 031 강화도 마니산 등산기
D***2,신지명사십리,201903**,M,4,,,      ,          ,,경기,광주시,초월읍,,,,신지명사십리,https://m.blog.naver.com/kurum_be/221503580309,여로4  완도 신지명사십리해수욕장  20190325
D***5,양양국제공항,201903**,M,5,,,      ,          ,,서울,노원구,하계동,,,,양양국제공항,https://blog.naver.com/4_28b/221660419232,양양국제공항 타고 제주도 가기 코리아익스프레스에어
D***9,합천호,201903**,F,2,,,      ,          ,,서울,강남구,논현2동,,,,합천호,http://m.blog.daum.net/_blog/_m/articleView.do?blogid=0Nnmh&articleno=2256,합천 악견산~의룡산 종주 - 합천호 조망과 천길단애를 경험할 수 있는 산 (대병3산/대병5악/십자바위/악견산성)
D***8,진관사,201903**,F,5,,,      ,          ,,서울,도봉구,쌍문4동,,,,진관사,https://m.blog.naver.com/ka8564/221628007626,북한산 등산코스진관사 삼천사 원점코스
D***6,휘닉스파크,201903**,M,2,,,      ,          ,,부산,사상구,주례1동,,,,휘닉스파크,https://blog.naver.com/vegemilstory/221663623759,가을 여행지 평창 가볼만한 곳 휘닉스 파크 1박 2일  양떼목장 체험까지
D***0,삼척해수욕장,201903**,F,2,,,      ,          ,,대구,달서구,성당동,,,,삼척해수욕장,https://m.blog.naver.com/funny0820/221599410365,삼척여행 Part1삼척 하얀낭만펜션일미어담삼척해변
D***5,척산온천,201903**,M,3,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",아니오,          ,단독주택,인천,서구,석남3동,,삼성,LG U+,척산온천,https://m.blog.naver.com/rnara/221478732030,속초 숙소 척산온천휴양촌
D***8,대구화원,201903**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,아파트/ 주상복합,경기,수원시 권선구,구운동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)",삼성,SKT,대구화원,https://blog.naver.com/meteorslove/221529086600,대구 화원 카페 커피문화 작은 창고형카페
D***3,경산온천,201903**,F,2,"학생 (초중고학생, 대학생, 대학원생)",400~499만원,아니오,          ,아파트/ 주상복합,전북,전주시 완산구,중화산동2가,,애플,LG U+,경산온천,https://m.blog.naver.com/nara4009/221619540380,경산온천상대온천좋아요
D***5,후곡약수터,201903**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,부천시 원미구,중4동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",기타,알뜰폰(MVNO),후곡약수터,http://m.blog.daum.net/_blog/_m/articleView.do?blogid=09IWl&articleno=16152920,후곡 약수터
D***6,고흥우주해양,201903**,M,3,,,      ,          ,,서울,강동구,성내동,,,,고흥우주해양,https://blog.naver.com/yescom2000/221475087283,김 지사 고흥 우주항공 중심도시로 대도약
D***9,예안현,201903**,F,3,"주부 (전업주부, 파트타임 근무 주부)",100만원 미만,아니오,          ,아파트/ 주상복합,서울,마포구,상암동,,애플,SKT,예안현,https://m.blog.naver.com/misulmun49/221513555388,조식 유두류산록 이황
D***9,합천보조댐,201903**,F,3,"주부 (전업주부, 파트타임 근무 주부)",100만원 미만,아니오,          ,아파트/ 주상복합,서울,마포구,상암동,,애플,SKT,예안현,https://m.blog.naver.com/gnfeel/221693122206,경상남도 산책길  합천 가볼만한곳 산책하며 데이트하기 좋은 길 합천 보조댐 수변생태 탐방로
D***3,안면도,201903**,M,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,은평구,갈현동,,삼성,KT,안면도,http://m.blog.daum.net/_blog/_m/articleView.do?blogid=0UCYA&articleno=5829,"충남 태안 가볼만한곳, 안면도 자연휴양림 무장애 나눔길"
D***7,장성호,201903**,M,4,,,      ,          ,,충북,충주시,교현동,,,,장성호,https://m.blog.naver.com/wella5442/221704598476,장성 가볼만한곳 장성호 수변길 출렁다리
D***9,미륵사지,201903**,M,2,,,      ,          ,,대전,서구,둔산2동,,,,미륵사지,https://m.blog.naver.com/jhyang58/221711567421,미륵사지 교도소세트장 보석박물관  익산  전주 여행  1 
D***6,백암온천,201903**,M,4,,,      ,          ,,인천,남동구,만수2동,,,,백암온천,https://m.blog.naver.com/hyechon49/221711918222,백암온천 백암LG생활연수원 숙소에서  백암산 백암폭포가는 길 백암폭포 백암온천
D***7,경주 감포,201903**,M,2,,,      ,          ,,서울,도봉구,도봉2동,,,,경주 감포,https://blog.naver.com/daisykim1987/221485776355,감포팬션바닷가가 한눈에 보이는 경주 팬션
D***8,김녕해수욕장,201903**,M,5,"전문직 (의사, 판검사, 예술가, 종교인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,전남,화순군,화순읍,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)",삼성,SKT,김녕해수욕장,https://m.blog.naver.com/findjeju/221593221722,제주도 바다 색이 아름다운 김녕해수욕장 물놀이
D***1,충주호체험,201903**,M,3,,,      ,          ,,광주,서구,금호동,,,,충주호체험,https://m.blog.naver.com/yoohr0507/221553190270,충주호 유람선 체험
D***9,의성탑산온천,201903**,M,4,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,의정부시,의정부2동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)",LG,LG U+,의성탑산온천,https://m.blog.naver.com/darkspwn1/221256068023,경북 의성 탑산약수온천 유황냄새 진한 지방온천
D***8,삼척해수욕장,201903**,M,2,,,      ,          ,,서울,은평구,녹번동,,,,삼척해수욕장,https://m.blog.naver.com/funny0820/221599410365,삼척여행 Part1삼척 하얀낭만펜션일미어담삼척해변
D***3,만리포해수욕장,201903**,M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",100~199만원,아니오,          ,오피스텔,경기,포천시,소흘읍,,삼성,KT,만리포해수욕장,https://m.blog.naver.com/bb00dd/221721784934,당일치기 태안여행 해미읍성 만리포해수욕장 일몰 까지
D***6,경천대,201903**,F,3,"서비스직 (요식업, 숙박업, 미용실종업원)",500~599만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,강서구,염창동,"소형SUV/CUV (티볼리, QM3 등)",LG,KT,경천대,https://m.blog.naver.com/jiyouls/221227527304,상주 경천대마음이 열리는 이곳 경천대 국민관광지
D***6,용담사,201903**,M,2,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",아니오,          ,아파트/ 주상복합,서울,마포구,성산1동,,애플,KT,용담사,https://m.blog.naver.com/rem85/221616568134,안동물놀이할만한곳안동계곡길안계곡길안용담사 근처 계곡으로 물놀이다녀왔어요
D***1,혜국사,201903**,F,3,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경남,진주시,하대동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,KT,혜국사,https://m.blog.naver.com/lbs2/221717145682,문경 주흘산 등산코스 제1관문여궁폭포혜국사주봉 원점회귀 산행
D***4,제주남원,201903**,F,2,"학생 (초중고학생, 대학생, 대학원생)",500~599만원,아니오,          ,아파트/ 주상복합,인천,남구,숭의3동,,삼성,SKT,제주남원,https://m.blog.naver.com/since080515/221648773649,최고라고 말하고싶은 제주 남원 맛집
D***1,춘장대해수욕장,201903**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,의정부시,산곡동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)",애플,SKT,춘장대해수욕장,https://m.blog.naver.com/ka8564/221667927409,춘장대 해수욕장과 홍원항 쭈꾸미낚시 풍경
D***2,위봉사,201903**,M,4,,,      ,          ,,울산,중구,약사동,,,,위봉사,https://m.blog.naver.com/hansongp/221703341215,한국의 산사 10898 완주 위봉사
D***8,보적사,201903**,F,2,"학생 (초중고학생, 대학생, 대학원생)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,관악구,봉천동,,애플,SKT,보적사,https://m.blog.naver.com/n_n630/221683022330,나홀로 가을 산행  독산성 세마대지 보적사 다녀오기
D***4,영탑사,201903**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",900~999만원,아니오,          ,아파트/ 주상복합,서울,은평구,구산동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",LG,KT,영탑사,https://m.blog.naver.com/elderpine/221667087073,절로절로 우리절 20 당진 영탑사
D***4,장성호,201903**,M,2,"학생 (초중고학생, 대학생, 대학원생)",400~499만원,아니오,          ,아파트/ 주상복합,경기,수원시 팔달구,지동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",애플,SKT,장성호,https://m.blog.naver.com/wella5442/221704598476,장성 가볼만한곳 장성호 수변길 출렁다리
D***7,경주 보문,201903**,M,5,"판매직 (상점점원, 보험설계사, 노점상)",400~499만원,예    ,자녀 있음 ,오피스텔,경기,성남시 분당구,구미동,"대형차 (제너시스, BMW5급 등)",삼성,SKT,경주 보문,https://blog.naver.com/asas0957/221701086136,경주 단풍 보문단지 산책 with 무지개
D***7,영암바둑테마파크,201903**,F,5,"주부 (전업주부, 파트타임 근무 주부)",100~199만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,성동구,성수1가1동,,삼성,SKT,영암바둑테마파크,https://m.blog.naver.com/ashim1/221266017832,영암 가볼만한곳  월출산 기찬랜드 가야금산조 테마공원
D***1,장흥,201903**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,단독주택,서울,구로구,개봉2동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)",삼성,SKT,장흥,https://blog.naver.com/queen77577/221721828437,서울 근교 장흥 참숯가마 고구마 구워 먹고 놀기 좋아
D***8,홍천온천,201903**,M,4,"서비스직 (요식업, 숙박업, 미용실종업원)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강서구,우장산동,,삼성,KT,홍천온천,https://m.blog.naver.com/hush113/221660267943,홍천 온천홍천에서 온천을 한다면오래된 시설이지만 물은 괜찮았던 원탕 온천목욕탕
D***7,월명암,201903**,F,3,"전문직 (의사, 판검사, 예술가, 종교인)","1,000만원 이상",아니오,          ,연립주택/ 다세대/ 빌라,서울,서초구,반포동,"스포츠 (제네시스 쿠페, BMW M, 벤츠 AMG 등)",삼성,SKT,월명암,https://m.blog.naver.com/rowon98/221698025729,깊어가는 내변산의 가을 풍경1남여치월명암직소폭포재백이고개
D***4,성산포해양,201903**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,은평구,수색동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",애플,SKT,성산포해양,https://blog.naver.com/wj-story/221466807198,설 구정에 어머니와 함께 성산포 성당 광치기해변 제주해양동물박물관 겨울 유채꽃 2월 제주
D***6,청학사,201903**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,연제구,거제1동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)",삼성,SKT,청학사,https://m.blog.naver.com/yeonsulife/221652152813,SNS 서포터즈 연수구 사찰 여행 호불사와 청학사 가을 산책
D***8,나주호,201903**,M,4,"자영업 (도소매업, 숙박업, 미용업)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,성남시 분당구,운중동,"소형SUV/CUV (티볼리, QM3 등)",삼성,KT,나주호,https://m.blog.naver.com/somangheso/221602510603,하늘이 내린 선물 나주호 반영
D***2,한국차소리문화공원,201903**,M,4,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,충남,아산시,배방읍,"중형차 (쏘나타, K5, 말리부, 골프급 등)",기타,SKT,한국차소리문화공원,https://m.blog.naver.com/peri26100/220924962670,보성여행 보성차밭빛축제  한국차소리문화공원
D***1,안적사,201903**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,안양시 만안구,안양4동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)",삼성,SKT,안적사,https://m.blog.naver.com/isinki/221675421360,기장 안적사에서 가을을 맞이했습니다
D***2,아리랑마을,201903**,M,2,기타 ,200~299만원,아니오,          ,단독주택,경기,고양시 일산서구,대화동,"경차 (모닝, 스파크 등)",LG,LG U+,아리랑마을,https://m.blog.naver.com/greenjeonnam/221496932441,국악의 고장 전라남도 진도  국립남도국악원 아리랑 마을
D***3,문경상리,201903**,M,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,아파트/ 주상복합,경남,김해시,진영읍,,삼성,SKT,문경상리,http://m.blog.daum.net/_blog/_m/articleView.do?blogid=03UvL&articleno=15857454,문경 상리 삼층석탑 경북 문경
D***0,광덕계곡,201903**,F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,송파구,석촌동,,애플,LG U+,광덕계곡,https://m.blog.naver.com/hardprince/221676277562,즐거운 와인딩 코스 여우고개  백운계곡  광덕계곡  도마치재 M으로 지지기
D***5,설악한화리조트,201903**,M,2,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,이천시,중리동,,애플,KT,설악한화리조트,https://blog.naver.com/nayanahanmi/221582702954,강원도 속초여행 물놀이 먹거리 놀거리 가능한 설악 한화리조트
